id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,module_type,imported
117,,,2024-04-18 07:47:07.353094,1,https://www.odoo.com/app/discuss,"{""en_US"": ""Add livechat support for OdooBot""}",im_livechat_mail_bot,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""OdooBot for livechat""}",37,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
224,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_no,Rolv Råen,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Norway - Accounting""}",40,"{""en_US"": ""This is the module to manage the accounting chart for Norway in Odoo.\n\nUpdated for Odoo 9 by Bringsvor Consulting AS <www.bringsvor.com>\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
402,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Interaction between Sales and services apps (project and planning)""}",sale_service,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Sales - Service""}",4,"{""en_US"": ""\nAllows to display sale information in the SOL services apps\n===========================================================\nAdditional information is displayed in the name of the SOL when it is used in services apps (project and planning). \n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
21,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Implement basic password policy configuration & check""}",auth_password_policy,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Password Policy""}",5,"{""en_US"": """"}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
111,,,2024-04-18 07:38:41.908233,1,https://www.odoo.com/app/point-of-sale-hardware,"{""en_US"": ""Hardware Driver for ESC/POS Printers and Cashdrawers""}",hw_escpos,Odoo S.A.,/base/static/description/icon.png,uninstallable,,"{""en_US"": ""ESC/POS Hardware Driver""}",34,"{""en_US"": ""\nESC/POS Hardware Driver\n=======================\n\nThis module allows Odoo to print with ESC/POS compatible printers and\nto open ESC/POS controlled cashdrawers in the point of sale and other modules\nthat would need such functionality.\n\n""}",f,f,f,LGPL-3,6,f,f,,,,,"","","",official,
112,,,2024-04-18 07:38:41.908233,1,https://www.odoo.com/app/point-of-sale-hardware,"{""en_US"": ""A homepage for the IoT Box""}",hw_posbox_homepage,Odoo S.A.,/base/static/description/icon.png,uninstallable,,"{""en_US"": ""IoT Box Homepage""}",34,"{""en_US"": ""\nIoT Box Homepage\n================\n\nThis module overrides Odoo web interface to display a simple\nHomepage that explains what's the iotbox and shows the status,\nand where to find documentation.\n\nIf you activate this module, you won't be able to access the \nregular Odoo interface anymore.\n\n""}",f,f,f,LGPL-3,6,f,f,,,,,"","","",official,
270,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",mass_mailing_event,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Mass mailing on attendees""}",4,"{""en_US"": ""\nMass mail event attendees\n=========================\n\nBridge module adding UX requirements to ease mass mailing of event attendees.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","",* INHERIT event.event.view.form.inherit.mass.mailing (form),official,
71,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",google_gmail,Odoo S.A.,/google_gmail/static/description/icon.png,installed,17.0.1.2,"{""en_US"": ""Google Gmail""}",4,"{""en_US"": ""Gmail support for incoming / outgoing mail servers""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT fetchmail.server.view.form.inherit.gmail (form)
* INHERIT ir.mail_server.view.form.inherit.gmail (form)
* INHERIT res.config.settings.view.form.inherit.google_gmail (form)",official,
132,,,2024-04-18 07:38:41.908233,1,"","{""en_US"": """"}",l10n_br_sales,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Brazil - Sale""}",43,"{""en_US"": ""Sale modifications for Brazil""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
133,,,2024-04-18 07:38:41.908233,1,"","{""en_US"": """"}",l10n_br_website_sale,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Brazil - Website Sale""}",43,"{""en_US"": ""Bridge Website Sale for Brazil""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
126,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations/belgium.html,"{""en_US"": """"}",l10n_be,"Noviat, Odoo S.A.",/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Belgium - Accounting""}",40,"{""en_US"": ""\nThis is the base module to manage the accounting chart for Belgium in Odoo.\n==============================================================================\n\nAfter installing this module, the Configuration wizard for accounting is launched.\n    * We have the account templates which can be helpful to generate Charts of Accounts.\n    * On that particular wizard, you will be asked to pass the name of the company,\n      the chart template to follow, the no. of digits to generate, the code for your\n      account and bank account, currency to create journals.\n\nThus, the pure copy of Chart Template is generated.\n\nWizards provided by this module:\n--------------------------------\n    * Partner VAT Intra: Enlist the partners with their related VAT and invoiced\n      amounts. Prepares an XML file format.\n\n        **Path to access:** Invoicing/Reporting/Legal Reports/Belgium Statements/Partner VAT Intra\n    * Periodical VAT Declaration: Prepares an XML file for Vat Declaration of\n      the Main company of the User currently Logged in.\n\n        **Path to access:** Invoicing/Reporting/Legal Reports/Belgium Statements/Periodical VAT Declaration\n    * Annual Listing Of VAT-Subjected Customers: Prepares an XML file for Vat\n      Declaration of the Main company of the User currently Logged in Based on\n      Fiscal year.\n\n        **Path to access:** Invoicing/Reporting/Legal Reports/Belgium Statements/Annual Listing Of VAT-Subjected Customers\n\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
425,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Spreadsheet""}",spreadsheet_dashboard_sale_timesheet,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Spreadsheet dashboard for time sheets""}",4,"{""en_US"": ""Spreadsheet""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
152,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""E-Invoicing, Offentlig Information Online Universal Business Language""}",l10n_dk_oioubl,Odoo,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Denmark - E-invoicing""}",45,"{""en_US"": ""\nE-invoice implementation for the Denmark\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
400,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/,"{""en_US"": ""Sale based on service outsourcing.""}",sale_purchase,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Sale Purchase""}",4,"{""en_US"": ""\nAllows the outsourcing of services. This module allows one to sell services provided\nby external providers and will automatically generate purchase orders directed to the service seller.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
165,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_es_edi_tbai,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Spain - TicketBAI""}",45,"{""en_US"": ""\nThis module sends invoices and vendor bills to the \""Diputaciones\nForales\"" of Araba/Álava, Bizkaia and Gipuzkoa.\n\nInvoices and bills get converted to XML and regularly sent to the\nBasque government servers which provides them with a unique identifier.\nA hash chain ensures the continuous nature of the invoice/bill\nsequences. QR codes are added to emitted (sent/printed) invoices,\nbills and tickets to allow anyone to check they have been declared.\n\nYou need to configure your certificate and the tax agency.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
179,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_gcc_pos,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Gulf Cooperation Council - Point of Sale""}",41,"{""en_US"": ""\nGCC POS Localization\n=======================================================\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
170,,,2024-04-18 07:38:41.908233,1,"","{""en_US"": """"}",l10n_fi_sale,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Finland - Sale""}",43,"{""en_US"": ""Finland Sale""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
193,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_in_edi_ewaybill,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Indian - E-waybill""}",45,"{""en_US"": ""\nIndian - E-waybill\n====================================\nTo submit E-waybill through API to the government.\nWe use \""Tera Software Limited\"" as GSP\n\nStep 1: First you need to create an API username and password in the E-waybill portal.\nStep 2: Switch to company related to that GST number\nStep 3: Set that username and password in Odoo (Goto: Invoicing/Accounting -> Configration -> Settings -> Indian Electronic WayBill or find \""E-waybill\"" in search bar)\nStep 4: Repeat steps 1,2,3 for all GSTIN you have in odoo. If you have a multi-company with the same GST number then perform step 1 for the first company only.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
228,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_pe_pos,"Vauxoo, Odoo S.A.",/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Peruvian - Point of Sale with Pe Doc""}",41,"{""en_US"": ""\nThis module brings the technical requirement for the Peruvian regulation.\nInstall this if you are using the Point of Sale app in Peru.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
19,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",auth_ldap,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Authentication via LDAP""}",5,"{""en_US"": ""Adds support for authentication by LDAP server.\n===============================================\nThis module allows users to login with their LDAP username and password, and\nwill automatically create Odoo users for them on the fly.\n\n**Note:** This module only work on servers that have Python's ``python-ldap`` module installed.\n\nConfiguration:\n--------------\nAfter installing this module, you need to configure the LDAP parameters in the\nGeneral Settings menu. Different companies may have different\nLDAP servers, as long as they have unique usernames (usernames need to be unique\nin Odoo, even across multiple companies).\n\nAnonymous LDAP binding is also supported (for LDAP servers that allow it), by\nsimply keeping the LDAP user and password empty in the LDAP configuration.\nThis does not allow anonymous authentication for users, it is only for the master\nLDAP account that is used to verify if a user exists before attempting to\nauthenticate it.\n\nSecuring the connection with STARTTLS is available for LDAP servers supporting\nit, by enabling the TLS option in the LDAP configuration.\n\nFor further options configuring the LDAP settings, refer to the ldap.conf\nmanpage: manpage:`ldap.conf(5)`.\n\nSecurity Considerations:\n------------------------\nUsers' LDAP passwords are never stored in the Odoo database, the LDAP server\nis queried whenever a user needs to be authenticated. No duplication of the\npassword occurs, and passwords are managed in one place only.\n\nOdoo does not manage password changes in the LDAP, so any change of password\nshould be conducted by other means in the LDAP directory directly (for LDAP users).\n\nIt is also possible to have local Odoo users in the database along with\nLDAP-authenticated users (the Administrator account is one obvious example).\n\nHere is how it works:\n---------------------\n    * The system first attempts to authenticate users against the local Odoo\n      database;\n    * if this authentication fails (for example because the user has no local\n      password), the system then attempts to authenticate against LDAP;\n\nAs LDAP users have blank passwords by default in the local Odoo database\n(which means no access), the first step always fails and the LDAP server is\nqueried to do the authentication.\n\nEnabling STARTTLS ensures that the authentication query to the LDAP server is\nencrypted.\n\nUser Template:\n--------------\nIn the LDAP configuration on the General Settings, it is possible to select a *User\nTemplate*. If set, this user will be used as template to create the local users\nwhenever someone authenticates for the first time via LDAP authentication. This\nallows pre-setting the default groups and menus of the first-time users.\n\n**Warning:** if you set a password for the user template, this password will be\n         assigned as local password for each new LDAP user, effectively setting\n         a *master password* for these users (until manually changed). You\n         usually do not want this. One easy way to setup a template user is to\n         login once with a valid LDAP user, let Odoo create a blank local\n         user with the same login (and a blank password), then rename this new\n         user to a username that does not exist in LDAP, and setup its groups\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
174,,,2024-04-18 07:38:41.908233,1,"","{""en_US"": ""Management of leaves for part-time workers in France""}",l10n_fr_hr_holidays,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""France - Time Off""}",25,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
175,,,2024-04-18 07:38:41.908233,1,"","{""en_US"": ""Management of leaves for part-time workers in France""}",l10n_fr_hr_work_entry_holidays,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""France - Work Entries Time Off""}",44,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
482,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",test_performance,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Test Performance""}",4,"{""en_US"": """"}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
241,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations/singapore.html,"{""en_US"": """"}",l10n_sg,Tech Receptives,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Singapore - Accounting""}",40,"{""en_US"": ""\nSingapore accounting chart and localization.\n=======================================================\n\nThis module add, for accounting:\n - The Chart of Accounts of Singapore\n - Field UEN (Unique Entity Number) on company and partner\n - Field PermitNo and PermitNoDate on invoice\n\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
544,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Payment integration with website""}",website_payment,Odoo S.A.,/website_payment/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Website Payment""}",4,"{""en_US"": ""\nThis is a bridge module that adds multi-website support for payment providers.\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT Snippet Donation (qweb)
* INHERIT provider.form.inherit.website (form)
* INHERIT remove_external_snippets (qweb)
* INHERIT res.config.settings.view.form.inherit.website (form)
* INHERIT s_donation_options (qweb)
* INHERIT website_payment.payment_form (qweb)
Donation (qweb)
Donation Button (qweb)
Donation Information (qweb)
Donation input (qweb)
Donation mail (qweb)
Donation payment (qweb)",official,
537,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Chat with your website visitors""}",website_livechat,Odoo S.A.,/website_livechat/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Website Live Chat""}",4,"{""en_US"": ""\nAllow website visitors to chat with the collaborators. This module also brings a feedback tool for the livechat and web pages to display your channel with its ratings on the website.\n""}",f,f,f,LGPL-3,100,t,f,,,,,Live Chat/Visitors,"","* INHERIT Livechat : include loader on Website (qweb)
* INHERIT chatbot.script.view.form.inherit.website.livechat (form)
* INHERIT im_livechat.channel.form.inherit.website_livechat (form)
* INHERIT res.config.settings.view.form.inherit.website.livechat (form)
* INHERIT website.visitor.view.form.inherit.website.livechat (form)
* INHERIT website.visitor.view.kanban.inherit.website.livechat (kanban)
* INHERIT website.visitor.view.search.website.livechat (search)
* INHERIT website.visitor.view.tree.inherit.website.livechat (tree)
Livechat Channel List Page (qweb)
Livechat Channel Satisfaction Page (qweb)
im_livechat.channel.view.form.add (form)",official,
23,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",auth_password_policy_signup,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Password Policy support for Signup""}",5,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
410,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",snailmail,Odoo S.A.,/snailmail/static/description/icon.png,installed,17.0.0.4,"{""en_US"": ""Snail Mail""}",5,"{""en_US"": ""\nAllows users to send documents by post\n=====================================================\n""}",f,f,f,LGPL-3,100,t,f,,,,,Settings/Technical/Email/Snailmail Letters,"","* INHERIT minimal_layout (qweb)
* INHERIT report_layout (qweb)
snailmail.letter.form (form)
snailmail.letter.format.error.form (form)
snailmail.letter.missing.required.fields.form (form)
snailmail.letter.tree (tree)",official,
306,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Auto-complete partner companies' data""}",partner_autocomplete,Odoo S.A.,/partner_autocomplete/static/description/icon.png,installed,17.0.1.1,"{""en_US"": ""Partner Autocomplete""}",5,"{""en_US"": ""\nAuto-complete partner companies' data\n""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT res.company.form.inherit.web.partner.autocomplete (form)
* INHERIT res.config.settings.view.form.inherit.partner.autcomplete (form)
* INHERIT res.partner.form.inherit.partner.autocomplete (form)
* INHERIT res.partner.simplified.form.inherit.partner.autocomplete (form)",official,
202,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Features for Italian eCommerce eInvoicing""}",l10n_it_edi_website_sale,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Italy eCommerce eInvoicing""}",42,"{""en_US"": ""\nContains features for Italian eCommerce eInvoicing\n""}",f,f,f,OEEL-1,100,t,f,,,,,"","","",official,
114,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": ""Bridge between IAP and CRM""}",iap_crm,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""IAP / CRM""}",5,"{""en_US"": ""Bridge between IAP and CRM""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
445,,,2024-04-18 07:58:52.217581,1,https://tarcin.in,"{""en_US"": ""Manage Exam""}",tarcin_exam,Tarcin Inc,/tarcin_exam/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""Tarcin Exam""}",69,"{""en_US"": ""This module provide exam management system.\n""}",t,f,f,LGPL-3,3,f,f,,,,,"Exams
Exams/Configuration
Exams/Configuration/Exam Rooms
Exams/Configuration/Exam Types
Exams/Configuration/Grade Configuration
Exams/Exams
Exams/Exams/Exam Attendees
Exams/Exams/Exam Sessions
Exams/Exams/Exams
Exams/Exams/Marksheet Lines
Exams/Exams/Marksheet Registers
Exams/Exams/Result Lines
Exams/Exams/Result Templates
Exams/General
Exams/General/Student Hall Tickets","Marksheet
Student Hall Ticket","* INHERIT exam.res.partner.form (form)
op.exam.attendees.form (form)
op.exam.attendees.search (search)
op.exam.attendees.tree (tree)
op.exam.form (form)
op.exam.room.form (form)
op.exam.room.search (search)
op.exam.room.tree (tree)
op.exam.search (search)
op.exam.session.form (form)
op.exam.session.search (search)
op.exam.session.tree (tree)
op.exam.tree (tree)
op.exam.type.form (form)
op.exam.type.search (search)
op.exam.type.tree (tree)
op.grade.configuration.form (form)
op.grade.configuration.tree (tree)
op.held.exam.form (form)
op.marksheet.line.form (form)
op.marksheet.line.search (search)
op.marksheet.line.tree (tree)
op.marksheet.register.form (form)
op.marksheet.register.search (search)
op.marksheet.register.tree (tree)
op.result.line.form (form)
op.result.line.search (search)
op.result.line.tree (tree)
op.result.template.form (form)
op.result.template.search (search)
op.result.template.tree (tree)
op.room.distribution.form (form)
report_marksheet_report (qweb)
report_ticket (qweb)
student.hall.ticket.form (form)",official,
167,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_et,Michael Telahun Makonnen <mmakonnen@gmail.com>,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Ethiopia - Accounting""}",40,"{""en_US"": ""\nBase Module for Ethiopian Localization\n======================================\n\nThis is the latest Ethiopian Odoo localization and consists of:\n    - Chart of Accounts\n    - VAT tax structure\n    - Withholding tax structure\n    - Regional State listings\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
220,,,2024-04-18 07:38:41.908233,1,"","{""en_US"": ""Adds specific fields to Employees for Mexican companies.""}",l10n_mx_hr,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Employees - Mexico""}",21,"{""en_US"": """"}",f,f,f,LGPL-3,120,f,f,,,,,"","","",official,
194,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_in_pos,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Indian - Point of Sale""}",41,"{""en_US"": ""GST Point of Sale""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
199,,,2024-04-18 10:43:23.662334,2,"","{""en_US"": """"}",l10n_in_stock,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Indian - Stock Report(GST)""}",39,"{""en_US"": ""GST Stock Report""}",f,f,f,LGPL-3,100,t,f,,,,,"","","",official,
258,,,2024-04-18 07:41:13.778965,1,"","{""en_US"": """"}",link_tracker,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.1,"{""en_US"": ""Link Tracker""}",17,"{""en_US"": ""\nShorten URLs and use them to track clicks and UTMs\n""}",f,f,f,LGPL-3,100,f,f,,,,,Link Tracker/Link Tracker,"","* INHERIT utm.campaign.view.form (form)
* INHERIT utm.campaign.view.form (kanban)
link.tracker.click.view.form (form)
link.tracker.click.view.graph (graph)
link.tracker.click.view.search (search)
link.tracker.click.view.tree (tree)
link.tracker.view.form (form)
link.tracker.view.graph (graph)
link.tracker.view.search (search)
link.tracker.view.tree (tree)",official,
182,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations/hong_kong.html,"{""en_US"": """"}",l10n_hk,Odoo S.A.,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Hong Kong - Accounting""}",40,"{""en_US"": ""This is the base module to manage chart of accounting and localization for Hong Kong ""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
184,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_hr,Odoo S.A.,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Croatia - Accounting (Euro)""}",40,"{""en_US"": ""\nCroatian Chart of Accounts updated (RRIF ver.2021)\n\nSources:\nhttps://www.rrif.hr/dok/preuzimanje/Bilanca-2016.pdf\nhttps://www.rrif.hr/dok/preuzimanje/RRIF-RP2021.PDF\nhttps://www.rrif.hr/dok/preuzimanje/RRIF-RP2021-ENG.PDF\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
233,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations.html,"{""en_US"": """"}",l10n_pt,Odoo,/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Portugal - Accounting""}",40,"{""en_US"": ""Portugal - Accounting""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
259,,,2024-04-18 07:38:41.908233,1,"","{""en_US"": ""Use discounts, gift card, eWallets and loyalty programs in different sales channels""}",loyalty,Odoo S.A.,/base/static/description/icon.png,uninstalled,,"{""en_US"": ""Coupons & Loyalty""}",8,"{""en_US"": """"}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
130,,,2024-04-18 10:43:23.662334,2,https://www.odoo.com/documentation/17.0/applications/finance/fiscal_localizations/brazil.html,"{""en_US"": """"}",l10n_br,"Akretion, Odoo Brasil",/account/static/description/l10n.png,uninstalled,,"{""en_US"": ""Brazilian - Accounting""}",40,"{""en_US"": ""\nBase module for the Brazilian localization\n==========================================\n\nThis module consists of:\n\n- Generic Brazilian chart of accounts\n- Brazilian taxes such as:\n\n  - IPI\n  - ICMS\n  - PIS\n  - COFINS\n  - ISS\n  - IR\n  - CSLL\n\n- Document Types as NFC-e, NFS-e, etc.\n- Identification Documents as CNPJ and CPF\n\nThe field tax_discount has also been added in the account.tax.template and\naccount.tax objects to allow the proper computation of some Brazilian VATs\nsuch as ICMS. The chart of account creation wizard has been extended to\npropagate those new data properly.\n\nIn addition to this module, the Brazilian Localizations is also\nextended and complemented with several additional modules.\n\nBrazil - Accounting Reports (l10n_br_reports)\n---------------------------------------------\nAdds a simple tax report that helps check the tax amount per tax group\nin a given period of time. Also adds the P&L and BS adapted for the\nBrazilian market.\n\nAvatax Brazil (l10n_br_avatax)\n------------------------------\nAdd Brazilian tax calculation via Avatax and all necessary fields needed to\nconfigure Odoo in order to properly use Avatax and send the needed fiscal\ninformation to retrieve the correct taxes.\n\nAvatax for SOs in Brazil (l10n_br_avatax_sale)\n----------------------------------------------\nSame as the l10n_br_avatax module with the extension to the sales order module.\n""}",f,f,f,LGPL-3,100,f,f,,,,,"","","",official,
262,,,2024-04-18 07:40:39.777727,1,https://www.odoo.com/app/discuss,"{""en_US"": ""Add OdooBot in discussions""}",mail_bot,Odoo S.A.,/mail_bot/static/description/icon.png,installed,17.0.1.2,"{""en_US"": ""OdooBot""}",37,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT res.users.view.form.mail_bot (form)
* INHERIT res.users.view.form.preferences.mail_bot (form)",official,
263,,,2024-04-18 07:40:51.281475,1,https://www.odoo.com/app/discuss,"{""en_US"": ""Bridge module between hr and mailbot.""}",mail_bot_hr,Odoo S.A.,/base/static/description/icon.png,installed,17.0.1.0,"{""en_US"": ""OdooBot - HR""}",37,"{""en_US"": ""This module adds the OdooBot state and notifications in the user form modified by hr.""}",f,f,f,LGPL-3,100,t,f,,,,,"","","* INHERIT res.users.preferences.form.inherit (form)
* INHERIT res.users.preferences.form.simplified.inherit (form)
* INHERIT res.users.profile.form.inherit (form)",official,
