id,create_uid,write_uid,model,order,state,name,info,transient,create_date,write_date,is_mail_thread,is_mail_activity,is_mail_blacklist,website_form_default_field_id,website_form_label,website_form_key,website_form_access
89,,,res.config,id,base,"{""en_US"": ""Config""}"," Base classes for new-style configuration items

    Configuration items should inherit from this class, implement
    the execute method (and optionally the cancel one) and have
    their view inherit from the related res_config_view_base view.
    ",t,,,f,f,f,,,,
90,,,res.config.installer,id,base,"{""en_US"": ""Config Installer""}"," New-style configuration base specialized for addons selection
    and installation.

    Basic usage
    -----------

    Subclasses can simply define a number of boolean fields. The field names
    should be the names of the addons to install (when selected). Upon action
    execution, selected boolean fields (and those only) will be interpreted as
    addons to install, and batch-installed.

    Additional addons
    -----------------

    It is also possible to require the installation of an additional
    addon set when a specific preset of addons has been marked for
    installation (in the basic usage only, additionals can't depend on
    one another).

    These additionals are defined through the ``_install_if``
    property. This property is a mapping of a collection of addons (by
    name) to a collection of addons (by name) [#]_, and if all the *key*
    addons are selected for installation, then the *value* ones will
    be selected as well. For example::

        _install_if = {
            ('sale','crm'): ['sale_crm'],
        }

    This will install the ``sale_crm`` addon if and only if both the
    ``sale`` and ``crm`` addons are selected for installation.

    You can define as many additionals as you wish, and additionals
    can overlap in key and value. For instance::

        _install_if = {
            ('sale','crm'): ['sale_crm'],
            ('sale','project'): ['sale_service'],
        }

    will install both ``sale_crm`` and ``sale_service`` if all of
    ``sale``, ``crm`` and ``project`` are selected for installation.

    Hook methods
    ------------

    Subclasses might also need to express dependencies more complex
    than that provided by additionals. In this case, it's possible to
    define methods of the form ``_if_%(name)s`` where ``name`` is the
    name of a boolean field. If the field is selected, then the
    corresponding module will be marked for installation *and* the
    hook method will be executed.

    Hook methods take the usual set of parameters (cr, uid, ids,
    context) and can return a collection of additional addons to
    install (if they return anything, otherwise they should not return
    anything, though returning any ""falsy"" value such as None or an
    empty collection will have the same effect).

    Complete control
    ----------------

    The last hook is to simply overload the ``modules_to_install``
    method, which implements all the mechanisms above. This method
    takes the usual set of parameters (cr, uid, ids, context) and
    returns a ``set`` of addons to install (addons selected by the
    above methods minus addons from the *basic* set which are already
    installed) [#]_ so an overloader can simply manipulate the ``set``
    returned by ``ResConfigInstaller.modules_to_install`` to add or
    remove addons.

    Skipping the installer
    ----------------------

    Unless it is removed from the view, installers have a *skip*
    button which invokes ``action_skip`` (and the ``cancel`` hook from
    ``res.config``). Hooks and additionals *are not run* when skipping
    installation, even for already installed addons.

    Again, setup your hooks accordingly.

    .. [#] note that since a mapping key needs to be hashable, it's
           possible to use a tuple or a frozenset, but not a list or a
           regular set

    .. [#] because the already-installed modules are only pruned at
           the very end of ``modules_to_install``, additionals and
           hooks depending on them *are guaranteed to execute*. Setup
           your hooks accordingly.
    ",t,,,f,f,f,,,,
92,,,res.currency,"active desc, name",base,"{""en_US"": ""Currency""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
93,,,res.currency.rate,name desc,base,"{""en_US"": ""Currency Rate""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
96,,,res.users.log,id desc,base,"{""en_US"": ""Users Log""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
98,,,res.users.identitycheck,id,base,"{""en_US"": ""Password Check Wizard""}"," Wizard used to re-check the user's credentials (password) and eventually
    revoke access to his account to every device he has an active session on.

    Might be useful before the more security-sensitive operations, users might be
    leaving their computer unlocked & unattended. Re-checking credentials mitigates
    some of the risk of a third party using such an unattended device to manipulate
    the account.
    ",t,,,f,f,f,,,,
99,,,change.password.wizard,id,base,"{""en_US"": ""Change Password Wizard""}", A wizard to manage the change of users' passwords. ,t,,,f,f,f,,,,
100,,,change.password.user,id,base,"{""en_US"": ""User, Change Password Wizard""}", A model to configure users in the change password wizard. ,t,,,f,f,f,,,,
101,,,change.password.own,id,base,"{""en_US"": ""User, change own password wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
102,,,res.users.apikeys,id,base,"{""en_US"": ""Users API Keys""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
103,,,res.users.apikeys.description,id,base,"{""en_US"": ""API Key Description""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
106,,,res.users.deletion,id,base,"{""en_US"": ""Users Deletion Request""}","User deletion requests.

    Those requests are logged in a different model to keep a trace of this action and the
    deletion is done in a CRON. Indeed, removing a user can be a heavy operation on
    large database (because of create_uid, write_uid on each model, which are not always
    indexed). This model just remove the users added in the deletion queue, remaining code
    must deal with other consideration (archiving, blacklist email...).
    ",f,,,f,f,f,,,,
107,,,decimal.precision,id,base,"{""en_US"": ""Decimal Precision""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
108,,,report.base.report_irmodulereference,id,base,"{""en_US"": ""Module Reference Report (base)""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
109,,,base.module.update,id,base,"{""en_US"": ""Update Module""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
110,,,base.language.install,id,base,"{""en_US"": ""Install Language""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
111,,,base.language.import,id,base,"{""en_US"": ""Language Import""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
112,,,base.module.upgrade,id,base,"{""en_US"": ""Upgrade Module""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
114,,,base.language.export,id,base,"{""en_US"": ""Language Export""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
115,,,base.partner.merge.line,min_id asc,base,"{""en_US"": ""Merge Partner Line""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
118,,,base.document.layout,id,base,"{""en_US"": ""Company Document Layout""}","
    Customise the company document layout and display a live preview
    ",t,,,f,f,f,,,,
119,,,auth_totp.device,id,base,"{""en_US"": ""Authentication Device""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
120,,,auth_totp.wizard,id,base,"{""en_US"": ""2-Factor Setup Wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
121,,,base_import.mapping,id,base,"{""en_US"": ""Base Import Mapping""}"," mapping of previous column:field selections

    This is useful when repeatedly importing from a third-party
    system: column names generated by the external system may
    not match Odoo's field names or labels. This model is used
    to save the mapping between column names and fields so that
    next time a user imports from the same third-party systems
    we can automatically match the columns to the correct field
    without them having to re-enter the mapping every single
    time.
    ",f,,,f,f,f,,,,
147,,,utm.tag,name,base,"{""en_US"": ""UTM Tag""}","Model of categories of utm campaigns, i.e. marketing, newsletter, ...",f,,,f,f,f,,,,
122,,,base_import.import,id,base,"{""en_US"": ""Base Import""}","
    This model is used to prepare the loading of data coming from a user file.

    Here is the process that is followed:

    #. The user selects a file to import.
    #. File parsing and mapping suggestion (see ""parse_preview"" method)

       #. Extract the current model's importable fields tree (see :meth:`get_fields_tree`).
       #. Read the file (see :meth:`_read_file`) and extract header names and file
          length (used for batch import).
       #. Extract headers types from the data preview (10 first line of the file)
          (see :meth:`_extract_headers_types`).
       #. Try to find for each header a field to map with (see :meth:`_get_mapping_suggestions`)

          - First check the previously saved mappings between the header name
            and one of the model's fields.
          - If no mapping found, try an exact match comparison using fields
            technical names, labels and user language translated labels.
          - If nothing found, try a fuzzy match using word distance between
            header name and fields tachnical names, labels and user language
            translated labels. Keep only the closest match.

       #. Prepare examples for each columns using the first non null value from each column.
       #. Send the info back to the UI where the user can modify the suggested mapping.
    #. Execute the import: There are two import mode with uses the same process. (see :meth:`execute_import`)

       #. Test import: Try to import but rollback the transaction. This allows
          the check errors during the import process and allow the user to
          choose import options for the different encountered errors.
       #. Real import: Try to import the file using the configured mapping and
          the eventual ""error mapping options"". If import encounters blocking
          errors, the transaction is rollbacked and the user is allowed to
          choose import options for the different errors.

          - Get file data and fields to import into (see :meth:`_convert_import_data`).
          - Parse date, float and binary data (see :meth:`_parse_import_data`).
          - Handle multiple mapping -> concatenate char/text/many2many columns
            mapped on the same field (see :meth:`_handle_multi_mapping`).
          - Handle fallback values for boolean and selection fields, in case
            input data does not match any allowed values (see :meth:`_handle_fallback_values`).
          - Load data (see ir.model ""load"" method).
          - Rollback transaction if test mode or if encountered error.
          - Save mapping if any import is successful to ease later mapping suggestions.
          - Return import result to the UI (success or errors if any).
    ",t,,,f,f,f,,,,
124,,,bus.bus,id,base,"{""en_US"": ""Communication Bus""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
127,,,web_tour.tour,id,base,"{""en_US"": ""Tours""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
128,,,iap.account,id,base,"{""en_US"": ""IAP Account""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
129,,,iap.account.info,id,base,"{""en_US"": ""IAP Account Info""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
130,,,iap.enrich.api,id,base,"{""en_US"": ""IAP Lead Enrichment API""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
132,,,html.field.history.mixin,id,base,"{""en_US"": ""Field html History""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
133,,,web_editor.assets,id,base,"{""en_US"": ""Assets Utils""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
134,,,web_editor.converter.test,id,base,"{""en_US"": ""Web Editor Converter Test""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
135,,,web_editor.converter.test.sub,id,base,"{""en_US"": ""Web Editor Converter Subtest""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
136,,,resource.calendar,id,base,"{""en_US"": ""Resource Working Time""}"," Calendar model for a resource. It has

     - attendance_ids: list of resource.calendar.attendance that are a working
                       interval in a given weekday.
     - leave_ids: list of leaves linked to this calendar. A leave can be general
                  or linked to a specific resource, depending on its resource_id.

    All methods in this class use intervals. An interval is a tuple holding
    (begin_datetime, end_datetime). A list of intervals is therefore a list of
    tuples, holding several intervals of work or leaves. ",f,,,f,f,f,,,,
137,,,resource.calendar.attendance,"sequence, week_type, dayofweek, hour_from",base,"{""en_US"": ""Work Detail""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
138,,,resource.calendar.leaves,date_from,base,"{""en_US"": ""Resource Time Off Detail""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
139,,,resource.mixin,id,base,"{""en_US"": ""Resource Mixin""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
140,,,resource.resource,name,base,"{""en_US"": ""Resources""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
141,,,utm.campaign,id,base,"{""en_US"": ""UTM Campaign""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
142,,,utm.medium,name,base,"{""en_US"": ""UTM Medium""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
144,,,utm.source,id,base,"{""en_US"": ""UTM Source""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
145,,,utm.source.mixin,id,base,"{""en_US"": ""UTM Source Mixin""}","Mixin responsible of generating the name of the source based on the content
    (field defined by _rec_name) of the record (mailing, social post,...).
    ",f,,,f,f,f,,,,
146,,,utm.stage,sequence,base,"{""en_US"": ""Campaign Stage""}",Stage for utm campaigns.,f,,,f,f,f,,,,
344,,,base.module.install.request,id,base,"{""en_US"": ""Module Activation Request""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
345,,,base.module.install.review,id,base,"{""en_US"": ""Module Activation Review""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
346,,,google.gmail.mixin,id,base,"{""en_US"": ""Google Gmail Mixin""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
347,,,mail.bot,id,base,"{""en_US"": ""Mail Bot""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
348,,,phone.blacklist,id,base,"{""en_US"": ""Phone Blacklist""}", Blacklist of phone numbers. Used to avoid sending unwanted messages to people. ,f,,,t,f,f,,,,
349,,,mail.thread.phone,id,base,"{""en_US"": ""Phone Blacklist Mixin""}"," Purpose of this mixin is to offer two services

      * compute a sanitized phone number based on _phone_get_number_fields.
        It takes first sanitized value, trying each field returned by the
        method (see ``BaseModel._phone_get_number_fields()´´ for more details
        about the usage of this method);
      * compute blacklist state of records. It is based on phone.blacklist
        model and give an easy-to-use field and API to manipulate blacklisted
        records;

    Main API methods

      * ``_phone_set_blacklisted``: set recordset as blacklisted;
      * ``_phone_reset_blacklisted``: reactivate recordset (even if not blacklisted
        this method can be called safely);
    ",f,,,t,f,f,,,,
350,,,phone.blacklist.remove,id,base,"{""en_US"": ""Remove phone from blacklist""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
351,,,privacy.log,id,base,"{""en_US"": ""Privacy Log""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
352,,,privacy.lookup.wizard,id,base,"{""en_US"": ""Privacy Lookup Wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
353,,,privacy.lookup.wizard.line,id,base,"{""en_US"": ""Privacy Lookup Wizard Line""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
354,,,hr.contract.type,sequence,base,"{""en_US"": ""Contract Type""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
355,,,hr.employee.base,name,base,"{""en_US"": ""Basic Employee""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
356,,,hr.employee,name,base,"{""en_US"": ""Employee""}","
    NB: Any field only available on the model hr.employee (i.e. not on the
    hr.employee.public model) should have `groups=""hr.group_hr_user""` on its
    definition to avoid being prefetched when the user hasn't access to the
    hr.employee model. Indeed, the prefetch loads the data for all the fields
    that are available according to the group defined on them.
    ",f,,,t,t,f,,,,
357,,,hr.employee.category,id,base,"{""en_US"": ""Employee Category""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
358,,,hr.employee.public,name,base,"{""en_US"": ""Public Employee""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
359,,,hr.department,name,base,"{""en_US"": ""Department""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,t,f,f,,,,
360,,,hr.departure.reason,sequence,base,"{""en_US"": ""Departure Reason""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
361,,,hr.job,sequence,base,"{""en_US"": ""Job Position""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,t,f,f,,,,
362,,,hr.work.location,name,base,"{""en_US"": ""Work Location""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
363,,,hr.departure.wizard,id,base,"{""en_US"": ""Departure Wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
364,,,iap.autocomplete.api,id,base,"{""en_US"": ""IAP Partner Autocomplete API""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
365,,,res.partner.autocomplete.sync,id,base,"{""en_US"": ""Partner Autocomplete Sync""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
366,,,portal.mixin,id,base,"{""en_US"": ""Portal Mixin""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
367,,,portal.share,id,base,"{""en_US"": ""Portal Sharing""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
368,,,portal.wizard,id,base,"{""en_US"": ""Grant Portal Access""}","
        A wizard to manage the creation/removal of portal users.
    ",t,,,f,f,f,,,,
369,,,portal.wizard.user,id,base,"{""en_US"": ""Portal User Config""}","
        A model to configure users in the portal wizard.
    ",t,,,f,f,f,,,,
176,,,mail.message,id desc,base,"{""en_US"": ""Message""}"," Override MailMessage class in order to add a new type: SMS messages.
    Those messages comes with their own notification method, using SMS
    gateway. ",f,,,f,f,f,,,,
635,,,sale.report,date desc,base,"{""en_US"": ""Sales Analysis Report""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
373,,,sms.sms,id DESC,base,"{""en_US"": ""Outgoing SMS""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
374,,,sms.template,id,base,"{""en_US"": ""SMS Templates""}",Templates for sending SMS,f,,,f,f,f,,,,
375,,,sms.tracker,id,base,"{""en_US"": ""Link SMS to mailing/sms tracking models""}","Relationship between a sent SMS and tracking records such as notifications and traces.

    This model acts as an extension of a `mail.notification` or a `mailing.trace` and allows to
    update those based on the SMS provider responses both at sending and when later receiving
    sent/delivery reports (see `SmsController`).
    SMS trackers are supposed to be created manually when necessary, and tied to their related
    SMS through the SMS UUID field. (They are not tied to the SMS records directly as those can
    be deleted when sent).

    Note: Only admins/system user should need to access (a fortiori modify) these technical
      records so no ""sudo"" is used nor should be required here.
    ",f,,,f,f,f,,,,
376,,,sms.composer,id,base,"{""en_US"": ""Send SMS Wizard""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
377,,,sms.resend.recipient,id,base,"{""en_US"": ""Resend Notification""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
378,,,sms.resend,id,base,"{""en_US"": ""SMS Resend""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
379,,,sms.template.preview,id,base,"{""en_US"": ""SMS Template Preview""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
380,,,sms.template.reset,id,base,"{""en_US"": ""SMS Template Reset""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
381,,,snailmail.letter,id,base,"{""en_US"": ""Snailmail Letter""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
382,,,snailmail.letter.format.error,id,base,"{""en_US"": ""Format Error Sending a Snailmail Letter""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
383,,,snailmail.letter.missing.required.fields,id,base,"{""en_US"": ""Update address of partner""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
384,,,digest.digest,id,base,"{""en_US"": ""Digest""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
474,,,mailing.subscription.optout,"sequence ASC, create_date DESC, id DESC",base,"{""en_US"": ""Mailing Subscription Reason""}", Reason for opting out of mailing lists or for blacklisting. ,f,,,f,f,f,,,,
636,,,sale.mass.cancel.orders,id,base,"{""en_US"": ""Cancel multiple quotations""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
385,,,digest.tip,sequence,base,"{""en_US"": ""Digest Tips""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
386,,,hr.resume.line,"line_type_id, date_end desc, date_start desc",base,"{""en_US"": ""Resume line of an employee""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
387,,,hr.resume.line.type,sequence,base,"{""en_US"": ""Type of a resume line""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
388,,,hr.skill,"sequence, name",base,"{""en_US"": ""Skill""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
389,,,hr.employee.skill,"skill_type_id, skill_level_id",base,"{""en_US"": ""Skill level for an employee""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
